Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1qRC0OstnmUFBnyYsGCzTb,"Organic Life","Heartical Connection","Brother Culture;Shades Of Black",2016-06-07,264521,0,false,iuhsxfr9lgr7g9f2o7m6xp1zt,2021-12-30T18:20:28Z,"dub,reggae,ragga,roots reggae,funk","Independent",0.73,0.583,11,-10.093,0,0.123,0.00428,0.00000356,0.501,0.609,143.991,4
